Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
330,70,1,60.0,6402,0,,0,0,0,2,0,13,0,0,0,0,5,5,1920,1950,0,0,2,2,1.0,0.0,1,0,0,1.0,0.0,2.0,2.0,0,0.0,0,596,596,0,2,1,0.0,596,596,0,1192,0,0,1,0,3,1,1,6,0,0,,1.0,25.0,1.0,1,189,1.0,1.0,1,0,0,137,0,0,0,,1.0,,0,7,3,0,0,78000
331,90,0,,10624,0,,1,0,0,0,0,11,0,0,2,1,5,4,1964,1964,0,0,3,3,0.0,84.0,1,0,1,1.0,0.0,0.0,0.0,40,3.0,36,1424,1728,0,2,0,0.0,1728,0,0,1728,0,1,2,0,6,2,1,10,0,0,,1.0,20.0,1.0,1,352,0.0,0.0,0,155,0,0,0,0,0,,,,0,11,1,0,0,119000
332,20,0,70.0,8176,0,,0,0,0,0,0,11,0,0,0,1,5,6,1958,1992,0,0,2,5,1.0,0.0,1,0,1,1.0,0.0,0.0,3.0,846,0.0,0,210,1056,0,3,0,0.0,1056,0,0,1056,1,0,1,0,3,1,1,6,0,0,,0.0,18.0,0.0,1,308,0.0,0.0,0,0,0,0,0,0,0,,,,0,8,1,0,0,139000
333,20,0,85.0,10655,0,,1,0,0,0,0,10,0,0,0,1,8,5,2003,2004,0,0,0,0,0.0,296.0,0,0,0,0.0,0.0,0.0,0.0,1124,,37,1603,3206,0,0,0,0.0,1629,0,0,1629,1,0,2,0,3,1,0,7,0,1,1.0,0.0,0.0,0.0,3,880,0.0,0.0,0,0,0,0,0,0,0,,,,0,10,3,0,0,284000
334,120,1,59.0,8198,0,,0,0,0,4,0,10,0,0,3,1,7,5,2004,2004,0,0,0,0,2.0,146.0,0,0,0,0.0,0.0,3.0,0.0,720,0.0,0,638,1358,0,0,0,0.0,1358,0,0,1358,1,0,2,0,2,1,0,6,0,1,1.0,0.0,6.0,0.0,2,484,0.0,0.0,0,192,30,0,0,0,0,,,,0,7,0,0,0,207000
335,60,0,59.0,9042,0,,1,0,0,0,0,17,0,0,0,0,6,5,1998,1998,0,0,0,0,1.0,0.0,1,0,0,0.0,0.0,1.0,0.0,828,0.0,0,115,943,0,1,0,0.0,943,695,0,1638,1,0,2,1,3,1,1,7,0,2,0.0,0.0,3.0,2.0,2,472,0.0,0.0,0,100,38,0,0,0,0,,,,0,7,0,0,0,192000
336,190,0,,164660,1,,1,3,0,2,2,16,0,0,1,2,5,6,1965,1965,0,0,7,4,1.0,0.0,1,0,1,1.0,0.0,1.0,1.0,1249,1.0,38,103,1499,0,0,0,0.0,1619,167,0,1786,2,0,2,0,3,1,1,7,0,2,1.0,0.0,10.0,2.0,2,529,0.0,0.0,0,670,0,0,0,0,0,,,0.0,700,8,0,0,0,228950
337,20,0,86.0,14157,0,,1,3,0,2,0,18,0,0,0,1,9,5,2005,2006,1,0,0,0,2.0,200.0,0,0,0,2.0,0.0,1.0,0.0,1249,0.0,0,673,1922,0,0,0,0.0,1922,0,0,1922,1,0,2,0,3,1,0,8,0,1,1.0,0.0,11.0,2.0,3,676,0.0,0.0,0,178,51,0,0,0,0,,,,0,7,1,0,0,377426
338,20,0,70.0,9135,0,,0,0,0,0,0,0,0,0,0,1,7,5,2002,2003,0,0,0,0,0.0,113.0,0,0,0,0.0,0.0,3.0,0.0,810,0.0,0,726,1536,0,0,0,0.0,1536,0,0,1536,1,0,2,0,3,1,0,7,0,0,,0.0,20.0,0.0,2,532,0.0,0.0,0,192,74,0,0,0,0,,,,0,12,0,0,0,214000
339,20,0,91.0,14145,0,,0,0,0,2,0,6,0,0,0,1,7,7,1984,1998,0,0,2,5,1.0,0.0,0,0,1,0.0,0.0,2.0,1.0,213,0.0,0,995,1208,0,0,0,0.0,1621,0,0,1621,1,0,2,0,3,1,0,8,0,0,,0.0,60.0,0.0,2,440,0.0,0.0,0,108,45,0,0,0,0,,,0.0,400,5,2,0,0,202500
340,20,0,66.0,12400,0,,1,0,0,0,0,11,1,0,0,1,6,7,1958,1998,1,0,2,5,0.0,176.0,1,0,1,1.0,2.0,0.0,3.0,585,0.0,0,630,1215,0,2,0,2.0,1215,0,0,1215,0,0,1,0,3,1,1,6,0,0,,0.0,18.0,1.0,1,297,0.0,0.0,0,0,0,0,0,234,0,,,,0,6,3,0,0,155000
341,60,0,85.0,14191,0,,0,0,0,0,0,16,0,0,0,0,8,5,2002,2002,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,967,967,0,0,0,0.0,993,915,0,1908,0,0,2,1,4,1,0,9,0,0,,0.0,20.0,2.0,2,431,0.0,0.0,0,135,0,0,0,0,0,,,,0,4,4,0,0,202900
342,20,4,60.0,8400,0,,0,0,0,0,0,12,1,0,0,1,4,4,1950,1950,0,0,2,9,1.0,0.0,3,2,1,1.0,2.0,0.0,2.0,0,0.0,0,721,721,0,1,0,0.0,841,0,0,841,0,0,1,0,2,1,1,4,0,0,,3.0,49.0,1.0,1,294,0.0,0.0,1,250,0,24,0,0,0,,,,0,9,3,0,0,82000
343,90,0,,8544,0,,0,0,0,0,0,11,0,0,2,1,3,4,1949,1950,0,0,9,8,0.0,340.0,1,0,4,,,,,0,,0,0,0,3,3,1,2.0,1040,0,0,1040,0,0,2,0,2,2,1,6,0,0,,1.0,73.0,1.0,2,400,0.0,0.0,0,0,0,0,0,0,0,,,,0,5,2,0,0,87500
344,120,0,63.0,8849,0,,1,0,0,0,0,10,0,0,3,1,9,5,2005,2005,1,0,1,1,0.0,616.0,2,0,0,2.0,0.0,0.0,0.0,28,0.0,0,1656,1684,0,0,0,0.0,1684,0,0,1684,0,0,2,0,2,1,2,6,0,1,3.0,0.0,11.0,0.0,2,564,0.0,0.0,0,495,72,0,0,0,0,,,,0,7,0,0,0,266000
345,160,1,36.0,2592,0,,0,0,0,0,0,14,0,0,3,0,5,3,1976,1976,0,0,6,6,1.0,0.0,1,0,1,0.0,0.0,0.0,3.0,129,1.0,39,175,536,0,2,0,0.0,536,576,0,1112,0,0,1,1,3,1,1,4,0,0,,0.0,1.0,1.0,1,336,0.0,0.0,0,182,0,0,0,0,0,,,,0,4,4,0,0,85000
346,50,0,65.0,6435,0,,0,0,0,0,0,8,6,0,0,2,6,5,1939,1950,0,0,1,1,1.0,0.0,1,0,2,1.0,0.0,0.0,2.0,0,0.0,0,972,972,0,1,0,0.0,972,605,0,1577,0,0,1,0,3,1,3,6,0,1,1.0,1.0,9.0,1.0,1,312,0.0,0.0,0,0,0,0,0,0,0,,,,0,10,2,0,0,140200
347,20,0,,12772,0,,1,0,0,3,0,11,0,0,0,1,6,8,1960,1998,1,0,1,1,1.0,0.0,1,1,1,1.0,0.0,2.0,4.0,498,0.0,0,460,958,0,2,0,0.0,958,0,0,958,0,0,1,0,2,1,1,5,0,0,,0.0,14.0,0.0,1,301,0.0,0.0,0,0,0,0,0,0,0,,,1.0,15500,4,1,0,0,151500
348,20,0,,17600,0,,1,0,0,0,0,11,0,0,0,1,6,5,1960,1960,0,0,2,5,0.0,30.0,1,0,1,1.0,0.0,0.0,4.0,1270,0.0,0,208,1478,0,0,0,2.0,1478,0,0,1478,1,0,2,0,3,1,1,6,0,2,1.0,0.0,14.0,1.0,2,498,0.0,0.0,0,0,40,0,0,0,0,,,,0,12,3,0,0,157500
349,160,0,36.0,2448,0,,0,0,0,0,0,10,0,0,4,0,7,5,2003,2004,0,0,0,2,2.0,106.0,0,0,0,0.0,0.0,0.0,0.0,573,0.0,0,191,764,0,0,0,0.0,764,862,0,1626,1,0,2,1,2,1,0,6,0,0,,2.0,0.0,0.0,2,474,0.0,0.0,0,0,27,0,0,0,0,,,,0,10,0,0,0,154000
350,60,0,56.0,20431,0,,2,0,0,0,0,10,0,0,0,0,9,5,2005,2006,1,0,6,6,0.0,870.0,2,0,0,2.0,0.0,0.0,0.0,1410,0.0,0,438,1848,0,0,0,0.0,1848,880,0,2728,1,0,2,1,4,1,2,10,0,2,3.0,0.0,13.0,2.0,3,706,0.0,0.0,0,0,0,0,0,0,0,,,,0,4,2,1,2,437154
351,120,0,68.0,7820,0,,1,0,0,0,0,10,0,0,3,1,9,5,2007,2007,1,0,1,1,0.0,362.0,2,0,0,2.0,0.0,0.0,2.0,0,0.0,0,1869,1869,0,0,0,0.0,1869,0,0,1869,0,0,2,0,2,1,2,6,0,1,1.0,0.0,22.0,0.0,2,617,0.0,0.0,0,210,54,0,0,0,0,,,,0,12,1,1,2,318061
352,120,0,,5271,0,,1,2,0,0,1,19,0,0,0,1,7,5,1986,1986,0,0,2,5,1.0,0.0,1,0,0,0.0,0.0,1.0,0.0,1082,0.0,0,371,1453,0,1,0,0.0,1453,0,0,1453,1,0,1,1,2,1,0,6,0,1,0.0,0.0,63.0,0.0,2,445,0.0,0.0,0,0,80,0,0,184,0,,,,0,12,2,0,1,190000
353,50,0,60.0,9084,0,,0,0,0,0,0,15,3,0,0,2,5,6,1941,1950,0,0,0,0,1.0,0.0,1,0,1,1.0,2.0,2.0,5.0,236,3.0,77,0,616,0,2,1,0.0,616,495,0,1111,0,1,1,0,3,1,1,5,0,0,,1.0,80.0,1.0,1,200,0.0,1.0,0,48,0,0,0,0,0,,,,0,3,0,6,0,95000
354,30,1,60.0,8520,0,,0,0,0,0,0,7,0,0,0,1,6,8,1928,2003,0,0,0,0,1.0,0.0,1,1,2,1.0,0.0,0.0,2.0,0,0.0,0,624,624,0,1,0,0.0,720,0,0,720,0,0,1,0,2,1,1,5,0,0,,1.0,11.0,1.0,2,484,0.0,0.0,0,106,0,0,0,0,0,,,,0,5,4,0,0,105900
355,50,0,60.0,8400,0,,0,1,0,0,0,23,0,0,0,2,6,5,1940,2000,0,0,2,1,1.0,0.0,1,0,1,1.0,0.0,0.0,5.0,388,0.0,0,552,940,0,0,0,0.0,1192,403,0,1595,0,0,1,0,2,1,1,6,0,2,1.0,0.0,72.0,1.0,1,240,0.0,0.0,0,0,0,108,0,0,0,,,,0,6,2,0,0,140000
356,20,0,105.0,11249,0,,2,0,0,0,0,0,0,0,0,1,6,5,1995,1995,0,0,0,0,1.0,0.0,0,1,0,0.0,1.0,0.0,1.0,334,1.0,41,322,1200,0,0,0,0.0,1200,0,0,1200,1,0,2,0,3,1,0,6,0,0,,0.0,28.0,0.0,2,521,0.0,0.0,0,0,26,0,0,0,0,,,,0,8,1,0,0,177500
357,20,0,,9248,0,,1,0,0,0,0,17,0,0,0,1,6,6,1992,1992,0,0,3,3,0.0,106.0,1,0,0,0.0,0.0,0.0,0.0,560,0.0,0,598,1158,0,1,0,0.0,1167,0,0,1167,1,0,2,0,3,1,0,6,0,0,,0.0,78.0,0.0,2,400,0.0,0.0,0,120,26,0,0,0,0,,,,0,7,3,0,0,173000
358,120,1,44.0,4224,0,,0,0,0,0,0,14,0,0,3,1,5,5,1976,1976,0,0,6,6,1.0,0.0,1,0,0,0.0,0.0,0.0,1.0,874,0.0,0,268,1142,0,2,0,0.0,1142,0,0,1142,1,0,1,1,3,1,1,6,0,1,4.0,0.0,1.0,2.0,2,528,0.0,0.0,0,536,90,0,0,0,0,,0.0,,0,8,1,0,0,134000
359,80,0,92.0,6930,0,,1,0,0,0,0,19,0,0,0,5,5,4,1958,1958,1,0,2,11,0.0,120.0,1,0,1,1.0,0.0,3.0,4.0,300,3.0,42,468,1062,0,0,0,1.0,1352,0,0,1352,0,1,1,0,3,1,0,6,3,0,,2.0,18.0,1.0,1,288,0.0,0.0,0,168,0,294,0,0,0,,,,0,7,2,0,1,130000
360,60,0,78.0,12011,0,,1,0,0,3,0,3,0,0,0,0,8,5,1998,1998,0,0,0,0,0.0,530.0,0,0,0,0.0,0.0,3.0,0.0,956,0.0,0,130,1086,0,0,0,0.0,1086,838,0,1924,1,0,2,1,3,1,0,7,0,1,0.0,0.0,3.0,0.0,2,592,0.0,0.0,0,208,75,0,0,374,0,,,,0,6,2,0,0,280000
361,85,0,,7540,0,,1,0,0,3,0,4,0,0,0,4,6,6,1978,1978,0,0,0,0,1.0,0.0,1,0,1,0.0,0.0,3.0,0.0,773,0.0,0,115,888,0,0,0,0.0,912,0,0,912,1,0,1,0,2,1,1,5,0,1,0.0,0.0,76.0,0.0,2,470,0.0,0.0,0,0,0,0,0,192,0,,0.0,,0,6,1,0,0,156000
362,50,0,,9144,0,1.0,0,0,0,0,0,8,0,0,0,2,5,5,1940,1982,0,0,1,1,1.0,0.0,1,0,1,1.0,0.0,0.0,3.0,399,0.0,0,484,883,0,1,0,0.0,988,517,0,1505,1,0,1,0,3,1,1,8,0,0,,1.0,72.0,1.0,1,240,0.0,0.0,1,0,0,0,0,0,0,,,,0,7,0,0,0,145000
363,85,0,64.0,7301,0,,0,0,0,2,0,15,0,0,0,4,7,5,2003,2003,0,0,3,3,0.0,500.0,0,0,4,,,,,0,,0,0,0,0,0,0,0.0,495,1427,0,1922,0,0,3,0,4,1,0,7,0,1,3.0,2.0,0.0,0.0,2,672,0.0,0.0,0,0,0,177,0,0,0,,,,0,7,3,3,0,198500
364,160,1,21.0,1680,0,,0,0,0,0,0,22,0,0,4,0,6,8,1972,2007,0,0,3,3,0.0,510.0,1,0,1,1.0,0.0,0.0,1.0,162,0.0,0,321,483,0,1,0,0.0,483,504,0,987,0,0,1,1,2,1,0,5,0,0,,1.0,67.0,1.0,1,264,0.0,0.0,0,250,0,0,0,0,0,,,,0,5,3,0,0,118000
365,60,0,,18800,0,,1,0,0,1,0,6,0,0,0,0,6,5,1976,1976,0,0,3,3,0.0,120.0,1,0,0,0.0,0.0,2.0,0.0,712,0.0,0,84,796,0,2,0,0.0,790,784,0,1574,1,0,2,1,3,1,1,6,0,1,0.0,0.0,1.0,2.0,2,566,0.0,0.0,0,306,111,0,0,0,0,,,,0,7,2,0,0,190000
366,70,1,59.0,10690,0,,0,0,0,0,0,13,0,0,0,0,5,7,1920,1997,1,0,0,0,1.0,0.0,1,1,1,1.0,2.0,0.0,3.0,456,0.0,0,216,672,0,1,0,2.0,672,672,0,1344,0,0,1,0,3,1,1,6,0,0,,1.0,37.0,1.0,1,468,0.0,1.0,0,0,128,218,0,0,0,,,,0,7,3,0,0,147000
367,20,0,,9500,0,,1,0,0,0,0,11,0,0,0,1,6,5,1963,1963,0,0,7,4,0.0,247.0,1,0,1,0.0,0.0,0.0,4.0,609,0.0,0,785,1394,0,1,0,0.0,1394,0,0,1394,1,0,1,1,3,1,1,6,0,2,1.0,0.0,35.0,0.0,2,514,0.0,0.0,0,0,76,0,0,185,0,,,,0,7,3,0,0,159000
368,80,0,101.0,9150,0,,1,0,0,2,0,11,0,0,0,5,6,5,1962,1962,0,5,7,4,0.0,305.0,1,0,1,0.0,0.0,1.0,0.0,371,0.0,0,728,1099,0,1,0,0.0,1431,0,0,1431,0,1,1,0,3,1,1,6,0,1,1.0,4.0,12.0,0.0,1,296,0.0,0.0,0,64,110,0,0,0,0,,,,0,12,0,0,0,165000
369,20,0,78.0,7800,0,,0,0,0,0,0,11,0,0,0,1,5,6,1954,1954,0,0,3,3,0.0,200.0,1,0,0,1.0,0.0,0.0,5.0,540,0.0,0,728,1268,0,1,0,0.0,1268,0,0,1268,0,0,1,0,2,1,1,7,0,1,1.0,0.0,29.0,2.0,1,244,0.0,0.0,0,0,98,0,0,0,0,,,,0,3,4,0,0,132000
370,20,0,,9830,0,,1,0,0,2,0,11,0,0,0,1,5,7,1959,2006,0,0,2,5,1.0,0.0,1,1,1,1.0,0.0,0.0,1.0,72,3.0,43,733,1063,0,0,0,0.0,1287,0,0,1287,1,0,1,0,3,1,0,7,0,1,1.0,1.0,33.0,2.0,2,576,0.0,0.0,0,364,17,0,0,182,0,,,,0,3,4,0,0,162000
371,60,0,,8121,0,,1,0,0,0,0,17,0,0,0,0,6,5,2000,2000,0,0,0,0,1.0,0.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,953,953,0,0,0,0.0,953,711,0,1664,0,0,2,1,3,1,1,7,0,1,0.0,0.0,4.0,0.0,2,460,0.0,0.0,0,100,40,0,0,0,0,,,,0,1,2,0,0,172400
372,50,0,80.0,17120,0,,0,0,0,0,0,19,1,0,0,2,4,4,1959,1959,0,0,5,4,1.0,0.0,1,0,1,,,,,0,,0,0,0,0,2,0,0.0,1120,468,0,1588,0,0,2,0,4,1,1,7,3,1,1.0,1.0,15.0,2.0,2,680,0.0,0.0,1,0,59,0,0,0,0,,,,0,7,0,0,0,134432
373,120,0,50.0,7175,0,,0,0,0,0,0,12,0,0,3,1,6,5,1984,1984,0,0,7,4,1.0,0.0,1,0,1,0.0,0.0,0.0,1.0,623,4.0,44,0,744,0,2,0,0.0,752,0,0,752,1,0,1,0,2,1,1,4,0,0,,0.0,60.0,1.0,1,264,0.0,0.0,0,353,0,0,0,90,0,,0.0,,0,2,4,0,0,125000
374,20,0,79.0,10634,0,,0,0,0,0,0,11,0,0,0,1,5,6,1953,1953,0,0,1,1,1.0,0.0,1,0,0,1.0,0.0,0.0,4.0,428,4.0,25,0,608,0,2,0,0.0,1319,0,0,1319,1,0,1,0,3,1,1,5,3,0,,0.0,30.0,1.0,1,270,0.0,0.0,0,66,0,0,0,0,0,,1.0,,0,11,3,0,0,123000
375,60,0,65.0,8200,0,,0,0,0,0,0,0,0,0,0,0,7,5,2003,2004,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,847,847,0,0,0,0.0,847,1081,0,1928,0,0,2,1,4,1,0,8,0,1,1.0,2.0,0.0,2.0,2,434,0.0,0.0,0,100,48,0,0,0,0,,,,0,7,1,0,0,219500
376,30,0,,10020,0,,1,2,0,0,2,15,0,0,0,1,1,1,1922,1950,0,0,2,5,1.0,0.0,3,2,2,3.0,3.0,1.0,4.0,350,0.0,0,333,683,0,1,1,2.0,904,0,0,904,1,0,0,1,1,1,3,4,2,0,,,,,0,0,,,0,0,0,0,0,0,0,,,,0,3,3,0,0,61000
377,85,0,57.0,8846,0,,1,0,0,3,0,0,0,0,0,4,5,5,1996,1996,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,3.0,0.0,298,0.0,0,572,870,0,0,0,0.0,914,0,0,914,0,0,1,0,2,1,1,5,0,0,,1.0,3.0,1.0,2,576,0.0,0.0,0,0,0,0,0,0,0,,,,0,7,2,0,0,148000
378,60,3,102.0,11143,0,,1,0,0,2,0,5,0,0,0,0,8,5,2004,2005,0,0,6,6,1.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,1580,1580,0,0,0,0.0,1580,886,0,2466,0,0,3,0,4,1,0,8,0,1,1.0,0.0,6.0,0.0,2,610,0.0,0.0,0,159,214,0,0,0,0,,,,0,12,1,0,0,340000
379,20,0,88.0,11394,0,,0,0,0,2,0,18,0,0,0,1,9,2,2010,2010,1,0,0,0,2.0,350.0,0,0,0,2.0,0.0,3.0,0.0,1445,0.0,0,411,1856,0,0,0,0.0,1856,0,0,1856,1,0,1,1,1,1,2,8,0,1,3.0,0.0,81.0,2.0,3,834,0.0,0.0,0,113,0,0,0,0,0,,,,0,6,4,1,2,394432
380,60,0,60.0,8123,0,,1,0,0,0,0,17,6,0,0,0,6,5,2000,2000,0,0,0,0,0.0,16.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,982,982,0,0,0,0.0,1007,793,0,1800,0,0,2,1,3,1,1,7,0,1,0.0,0.0,4.0,2.0,2,463,0.0,0.0,0,100,63,0,0,0,0,,,,0,6,3,0,0,179000
381,50,0,50.0,5000,0,1.0,0,0,0,0,0,23,0,0,0,2,5,6,1924,1950,0,0,4,5,1.0,0.0,1,0,2,1.0,0.0,0.0,5.0,218,0.0,0,808,1026,0,2,0,0.0,1026,665,0,1691,0,0,2,0,3,1,0,6,0,1,1.0,1.0,70.0,1.0,1,308,0.0,0.0,0,0,0,242,0,0,0,,,,0,5,4,0,0,127000
382,20,3,60.0,7200,0,1.0,0,0,0,0,0,5,0,0,0,1,7,5,2006,2006,0,0,0,0,1.0,0.0,0,0,0,0.0,1.0,0.0,2.0,0,0.0,0,1293,1293,0,0,0,0.0,1301,0,0,1301,1,0,2,0,2,1,0,5,0,1,1.0,0.0,13.0,0.0,2,572,0.0,0.0,0,216,121,0,0,0,0,,,,0,8,2,1,2,187750
383,60,0,79.0,9245,0,,1,0,0,0,0,0,0,0,0,0,7,5,2006,2006,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,3.0,2.0,0,0.0,0,939,939,0,0,0,0.0,939,858,0,1797,0,0,2,1,3,1,0,8,0,0,,0.0,13.0,0.0,2,639,0.0,0.0,0,144,53,0,0,0,0,,,,0,4,1,0,0,213500
384,45,4,60.0,9000,0,,0,0,0,2,0,12,0,0,0,3,6,3,1928,1950,0,0,2,5,1.0,0.0,1,0,2,3.0,2.0,0.0,2.0,0,0.0,0,784,784,0,2,1,2.0,784,0,0,784,0,0,1,0,2,1,1,5,0,0,,1.0,49.0,1.0,2,360,1.0,1.0,1,0,0,91,0,0,0,,,,0,10,3,0,0,76000
385,60,0,,53107,0,,2,2,0,2,1,19,1,0,0,0,6,5,1992,1992,0,0,3,3,1.0,0.0,0,0,0,0.0,0.0,3.0,0.0,985,0.0,0,595,1580,0,0,0,0.0,1079,874,0,1953,1,0,2,1,3,1,0,9,0,2,2.0,0.0,78.0,2.0,2,501,0.0,0.0,0,216,231,0,0,0,0,,,,0,6,1,0,0,240000
386,120,0,43.0,3182,0,,0,0,0,0,0,21,0,0,3,1,8,5,2004,2005,0,0,0,0,0.0,16.0,0,0,0,0.0,0.0,0.0,0.0,24,0.0,0,1232,1256,0,0,0,0.0,1269,0,0,1269,0,0,2,0,2,1,0,6,0,1,0.0,0.0,6.0,2.0,2,430,0.0,0.0,0,146,20,0,0,144,0,,,,0,4,4,0,0,192000
387,50,0,58.0,8410,0,,0,0,0,1,0,15,1,0,0,2,5,3,1910,1996,2,0,2,0,1.0,0.0,1,2,0,1.0,0.0,0.0,2.0,0,0.0,0,658,658,0,2,0,0.0,658,526,0,1184,0,0,1,0,5,1,1,8,0,0,,,,,0,0,,,1,0,151,0,0,0,0,,,,0,5,2,0,3,81000
388,80,0,72.0,7200,0,,0,0,0,0,0,15,0,0,0,5,6,6,1976,1976,1,0,1,1,0.0,255.0,1,0,1,1.0,0.0,3.0,1.0,631,0.0,0,410,1041,0,0,0,0.0,1125,0,0,1125,1,0,1,0,3,1,1,6,0,1,2.0,1.0,32.0,1.0,1,352,0.0,0.0,0,296,0,0,0,0,0,,1.0,,0,10,3,0,1,125000
389,20,0,93.0,9382,0,,1,0,0,3,0,0,0,0,0,1,7,5,1999,2000,0,0,0,0,0.0,125.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,1468,1468,0,0,0,0.0,1479,0,0,1479,0,0,2,0,3,1,0,6,0,0,,0.0,38.0,0.0,2,577,0.0,0.0,0,120,25,0,0,0,0,,,,0,7,0,0,0,191000
390,60,0,96.0,12474,0,,0,0,0,0,0,10,0,0,0,0,10,5,2007,2008,0,0,0,0,2.0,272.0,2,0,0,2.0,0.0,3.0,0.0,1280,0.0,0,402,1682,0,0,0,0.0,1742,590,0,2332,1,0,2,1,3,1,2,9,0,1,3.0,2.0,23.0,2.0,3,846,0.0,0.0,0,196,134,0,0,0,0,,,,0,8,0,1,2,426000
391,50,0,50.0,8405,0,0.0,0,0,0,0,0,15,0,0,0,2,5,8,1900,1950,0,0,1,1,1.0,0.0,1,0,2,1.0,1.0,0.0,3.0,241,1.0,45,229,861,0,0,0,0.0,961,406,0,1367,1,0,1,0,4,1,1,7,0,0,,1.0,76.0,1.0,1,384,0.0,0.0,0,0,130,112,0,0,0,,0.0,,0,4,0,0,0,119000
392,60,0,71.0,12209,0,,1,0,0,3,0,4,0,0,0,0,6,5,2001,2002,0,0,0,0,1.0,0.0,1,0,0,2.0,0.0,0.0,1.0,690,0.0,0,114,804,0,0,0,0.0,804,1157,0,1961,1,0,2,1,3,1,0,7,0,1,0.0,2.0,2.0,2.0,2,560,0.0,0.0,0,125,192,0,0,0,0,,,,0,6,3,0,0,215000
393,20,0,,8339,0,,1,0,0,0,0,11,0,0,0,1,5,7,1959,1959,0,0,1,1,1.0,0.0,1,0,4,,,,,0,,0,0,0,0,2,0,0.0,882,0,0,882,0,0,1,0,3,1,1,5,0,0,,0.0,27.0,0.0,1,294,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,1200,7,1,0,0,106500
394,30,0,,7446,0,,0,0,0,2,0,8,1,0,0,1,4,5,1941,1950,0,0,5,2,1.0,0.0,1,0,1,1.0,0.0,0.0,3.0,266,0.0,0,522,788,0,2,0,2.0,788,0,0,788,0,0,1,0,2,1,1,4,0,2,0.0,,,,0,0,,,0,0,0,0,0,0,0,,1.0,,0,4,2,0,1,100000
395,50,0,60.0,10134,0,,0,0,0,0,0,7,0,0,0,2,5,6,1940,1950,0,0,1,1,1.0,0.0,1,0,1,1.0,0.0,0.0,2.0,0,0.0,0,735,735,0,1,0,2.0,735,299,0,1034,0,0,1,0,2,1,1,5,0,0,,1.0,72.0,1.0,1,240,0.0,0.0,0,0,39,0,0,0,0,,,,0,7,1,0,0,109000
396,20,0,68.0,9571,0,,0,0,0,0,0,15,0,0,0,1,5,6,1956,1956,0,0,2,5,1.0,0.0,1,0,1,1.0,0.0,3.0,4.0,739,0.0,0,405,1144,0,2,0,0.0,1144,0,0,1144,1,0,1,0,3,1,1,6,0,0,,0.0,45.0,1.0,1,596,0.0,0.0,0,44,0,0,0,0,0,,,,0,6,4,0,0,129000
397,20,0,60.0,7200,0,,0,2,0,0,0,0,0,0,0,1,5,5,1972,1972,1,0,1,1,1.0,0.0,1,0,1,1.0,0.0,3.0,3.0,777,0.0,0,117,894,0,2,0,0.0,894,0,0,894,0,0,1,0,2,1,1,6,0,0,,1.0,34.0,0.0,2,600,0.0,0.0,0,215,0,0,0,0,0,,,,0,9,3,0,0,123000
398,60,0,69.0,7590,0,,0,0,0,0,0,11,2,0,0,0,5,5,1962,1962,0,0,0,0,0.0,288.0,1,0,1,1.0,0.0,0.0,1.0,540,0.0,0,324,864,0,2,0,0.0,876,936,0,1812,0,0,2,0,4,1,1,8,0,1,0.0,0.0,12.0,0.0,1,264,0.0,0.0,0,0,168,0,0,0,0,,,,0,7,1,0,0,169500
399,30,1,60.0,8967,0,,0,0,0,2,0,13,0,0,0,1,5,2,1920,1950,0,0,1,1,1.0,0.0,1,2,2,3.0,3.0,0.0,2.0,0,0.0,0,961,961,0,1,0,4.0,1077,0,0,1077,0,0,1,0,2,1,1,6,5,0,,1.0,25.0,1.0,1,338,4.0,3.0,1,0,0,0,0,0,0,,,,0,11,1,0,1,67000
